측정월,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),Year
200612,도봉구,59.0,0.0,2006
200612,도산대로,62.0,0.0,2006
200612,동대문구,49.0,0.0,2006
200612,동작구,59.0,0.0,2006
200612,마포구,57.0,0.0,2006
200612,서대문구,73.0,0.0,2006
200612,서초구,56.0,0.0,2006
200612,성동구,62.0,0.0,2006
200612,성북구,62.0,0.0,2006
200612,송파구,71.0,0.0,2006
200612,송파구2,55.0,0.0,2006
200612,신촌로,69.0,0.0,2006
200612,양천구,59.0,0.0,2006
200612,영등포구,56.0,0.0,2006
200612,영등포로,51.0,0.0,2006
200612,용산구,58.0,0.0,2006
200612,은평구,69.0,0.0,2006
200612,종로구,53.0,0.0,2006
200612,중구,64.0,0.0,2006
200612,중랑구,68.0,0.0,2006
200612,천호대로,0.0,0.0,2006
200612,청계천로,62.0,0.0,2006
200612,한강대로,65.0,0.0,2006
200612,홍릉로,74.0,0.0,2006
200612,홍지문,76.0,0.0,2006
200611,강남구,46.0,0.0,2006
200611,강동구,51.0,0.0,2006
200611,강북구,48.0,0.0,2006
200611,강서구,57.0,0.0,2006
200611,관악구,40.0,0.0,2006
200611,광진구,51.0,0.0,2006
200611,구로구,48.0,0.0,2006
200611,구로구2,51.0,0.0,2006
200611,금천구,49.0,0.0,2006
200611,노원구,43.0,0.0,2006
200611,도봉구,47.0,0.0,2006
200611,도산대로,46.0,0.0,2006
200611,동대문구,43.0,0.0,2006
200611,동작구,47.0,0.0,2006
200611,마포구,40.0,0.0,2006
200611,서대문구,53.0,0.0,2006
200611,서초구,46.0,0.0,2006
200611,성동구,49.0,0.0,2006
200611,성북구,49.0,0.0,2006
200611,송파구,50.0,0.0,2006
200611,송파구2,47.0,0.0,2006
200611,신촌로,46.0,0.0,2006
200611,양천구,44.0,0.0,2006
200611,영등포구,45.0,0.0,2006
200611,영등포로,49.0,0.0,2006
200611,용산구,50.0,0.0,2006
200611,은평구,61.0,0.0,2006
200611,종로구,42.0,0.0,2006
200611,중구,51.0,0.0,2006
200611,중랑구,49.0,0.0,2006
200611,천호대로,0.0,0.0,2006
200611,청계천로,48.0,0.0,2006
200611,한강대로,51.0,0.0,2006
200611,홍릉로,63.0,0.0,2006
200611,홍지문,63.0,0.0,2006
200610,강남구,62.0,0.0,2006
200610,강동구,57.0,0.0,2006
200610,강북구,57.0,0.0,2006
200610,강서구,61.0,0.0,2006
200610,관악구,63.0,0.0,2006
200610,광진구,67.0,0.0,2006
200610,구로구,62.0,0.0,2006
200610,구로구2,59.0,0.0,2006
200610,금천구,62.0,0.0,2006
200610,노원구,52.0,0.0,2006
200610,도봉구,64.0,0.0,2006
200610,도산대로,70.0,0.0,2006
200610,동대문구,55.0,0.0,2006
200610,동작구,58.0,0.0,2006
200610,마포구,48.0,0.0,2006
200610,서대문구,56.0,0.0,2006
200610,서초구,54.0,0.0,2006
200610,성동구,66.0,0.0,2006
200610,성북구,57.0,0.0,2006
200610,송파구,62.0,0.0,2006
200610,송파구2,58.0,0.0,2006
200610,신촌로,51.0,0.0,2006
200610,양천구,54.0,0.0,2006
200610,영등포구,55.0,0.0,2006
200610,영등포로,63.0,0.0,2006
200610,용산구,57.0,0.0,2006
200610,은평구,69.0,0.0,2006
200610,종로구,53.0,0.0,2006
200610,중구,58.0,0.0,2006
200610,중랑구,51.0,0.0,2006
200610,천호대로,0.0,0.0,2006
200610,청계천로,55.0,0.0,2006
200610,한강대로,60.0,0.0,2006
200610,홍릉로,75.0,0.0,2006
200610,홍지문,74.0,0.0,2006
200609,강남구,34.0,0.0,2006
200609,강동구,31.0,0.0,2006
200609,강북구,32.0,0.0,2006
200609,강서구,42.0,0.0,2006
200609,관악구,37.0,0.0,2006
200609,광진구,35.0,0.0,2006
200609,구로구,35.0,0.0,2006
200609,구로구2,35.0,0.0,2006
200609,금천구,38.0,0.0,2006
200609,노원구,29.0,0.0,2006
200609,도봉구,38.0,0.0,2006
200609,도산대로,42.0,0.0,2006
200609,동대문구,37.0,0.0,2006
200609,동작구,37.0,0.0,2006
200609,마포구,28.0,0.0,2006
200609,서대문구,30.0,0.0,2006
200609,서초구,30.0,0.0,2006
200609,성동구,38.0,0.0,2006
200609,성북구,32.0,0.0,2006
200609,송파구,35.0,0.0,2006
200609,송파구2,38.0,0.0,2006
200609,신촌로,30.0,0.0,2006
200609,양천구,36.0,0.0,2006
200609,영등포구,30.0,0.0,2006
200609,영등포로,38.0,0.0,2006
200609,용산구,30.0,0.0,2006
200609,은평구,40.0,0.0,2006
200609,종로구,34.0,0.0,2006
200609,중구,33.0,0.0,2006
200609,중랑구,32.0,0.0,2006
200609,천호대로,0.0,0.0,2006
200609,청계천로,33.0,0.0,2006
200609,한강대로,36.0,0.0,2006
200609,홍릉로,40.0,0.0,2006
200609,홍지문,45.0,0.0,2006
200608,강남구,41.0,0.0,2006
200608,강동구,39.0,0.0,2006
200608,강북구,35.0,0.0,2006
200608,강서구,40.0,0.0,2006
200608,관악구,39.0,0.0,2006
200608,광진구,42.0,0.0,2006
200608,구로구,41.0,0.0,2006
200608,구로구2,37.0,0.0,2006
200608,금천구,46.0,0.0,2006
200608,노원구,32.0,0.0,2006
200608,도봉구,35.0,0.0,2006
200608,도산대로,46.0,0.0,2006
200608,동대문구,43.0,0.0,2006
200608,동작구,41.0,0.0,2006
200608,마포구,33.0,0.0,2006
200608,서대문구,38.0,0.0,2006
200608,서초구,32.0,0.0,2006
200608,성동구,41.0,0.0,2006
200608,성북구,32.0,0.0,2006
200608,송파구,36.0,0.0,2006
200608,송파구2,37.0,0.0,2006
200608,신촌로,32.0,0.0,2006
200608,양천구,43.0,0.0,2006
200608,영등포구,36.0,0.0,2006
200608,영등포로,40.0,0.0,2006
200608,용산구,34.0,0.0,2006
200608,은평구,45.0,0.0,2006
200608,종로구,36.0,0.0,2006
200608,중구,33.0,0.0,2006
200608,중랑구,36.0,0.0,2006
200608,천호대로,0.0,0.0,2006
200608,청계천로,34.0,0.0,2006
200608,한강대로,38.0,0.0,2006
200608,홍릉로,47.0,0.0,2006
200608,홍지문,45.0,0.0,2006
200607,강남구,34.0,0.0,2006
200607,강동구,32.0,0.0,2006
200607,강북구,35.0,0.0,2006
200607,강서구,37.0,0.0,2006
200607,관악구,33.0,0.0,2006
200607,광진구,29.0,0.0,2006
200607,구로구,38.0,0.0,2006
200607,구로구2,30.0,0.0,2006
200607,금천구,38.0,0.0,2006
200607,노원구,34.0,0.0,2006
200607,도봉구,29.0,0.0,2006
200607,도산대로,40.0,0.0,2006
200607,동대문구,42.0,0.0,2006
200607,동작구,33.0,0.0,2006
200607,마포구,30.0,0.0,2006
200607,서대문구,39.0,0.0,2006
200607,서초구,25.0,0.0,2006
200607,성동구,31.0,0.0,2006
200607,성북구,27.0,0.0,2006
200607,송파구,26.0,0.0,2006
200607,송파구2,31.0,0.0,2006
200607,신촌로,29.0,0.0,2006
200607,양천구,40.0,0.0,2006
200607,영등포구,32.0,0.0,2006
200607,영등포로,31.0,0.0,2006
200607,용산구,27.0,0.0,2006
200607,은평구,42.0,0.0,2006
200607,종로구,35.0,0.0,2006
200607,중구,29.0,0.0,2006
200607,중랑구,34.0,0.0,2006
200607,천호대로,0.0,0.0,2006
200607,청계천로,32.0,0.0,2006
200607,한강대로,36.0,0.0,2006
200607,홍릉로,45.0,0.0,2006
200607,홍지문,43.0,0.0,2006
200606,강남구,75.0,0.0,2006
200606,강동구,74.0,0.0,2006
200606,강북구,66.0,0.0,2006
200606,강서구,71.0,0.0,2006
200606,관악구,66.0,0.0,2006
200606,광진구,71.0,0.0,2006
200606,구로구,77.0,0.0,2006
200606,구로구2,75.0,0.0,2006
200606,금천구,72.0,0.0,2006
200606,노원구,67.0,0.0,2006
200606,도봉구,66.0,0.0,2006
200606,도산대로,79.0,0.0,2006
200606,동대문구,79.0,0.0,2006
200606,동작구,72.0,0.0,2006
200606,마포구,63.0,0.0,2006
200606,서대문구,66.0,0.0,2006
200606,서초구,56.0,0.0,2006
200606,성동구,73.0,0.0,2006
200606,성북구,60.0,0.0,2006
200606,송파구,67.0,0.0,2006
200606,송파구2,73.0,0.0,2006
200606,신촌로,57.0,0.0,2006
200606,양천구,87.0,0.0,2006
200606,영등포구,64.0,0.0,2006
200606,영등포로,57.0,0.0,2006
200606,용산구,58.0,0.0,2006
200606,은평구,78.0,0.0,2006
200606,종로구,71.0,0.0,2006
200606,중구,63.0,0.0,2006
200606,중랑구,62.0,0.0,2006
200606,천호대로,0.0,0.0,2006
200606,청계천로,64.0,0.0,2006
200606,한강대로,75.0,0.0,2006
200606,홍릉로,85.0,0.0,2006
200606,홍지문,79.0,0.0,2006
200605,강남구,67.0,0.0,2006
200605,강동구,69.0,0.0,2006
200605,강북구,54.0,0.0,2006
200605,강서구,65.0,0.0,2006
200605,관악구,64.0,0.0,2006
200605,광진구,67.0,0.0,2006
200605,구로구,68.0,0.0,2006
200605,구로구2,67.0,0.0,2006
200605,금천구,64.0,0.0,2006
200605,노원구,54.0,0.0,2006
200605,도봉구,59.0,0.0,2006
200605,도산대로,64.0,0.0,2006
200605,동대문구,75.0,0.0,2006
200605,동작구,59.0,0.0,2006
200605,마포구,57.0,0.0,2006
200605,서대문구,54.0,0.0,2006
200605,서초구,57.0,0.0,2006
200605,성동구,68.0,0.0,2006
200605,성북구,57.0,0.0,2006
200605,송파구,64.0,0.0,2006
200605,송파구2,69.0,0.0,2006
200605,신촌로,55.0,0.0,2006
200605,양천구,63.0,0.0,2006
200605,영등포구,58.0,0.0,2006
200605,영등포로,52.0,0.0,2006
200605,용산구,56.0,0.0,2006
200605,은평구,74.0,0.0,2006
200605,종로구,68.0,0.0,2006
200605,중구,66.0,0.0,2006
200605,중랑구,58.0,0.0,2006
200605,천호대로,0.0,0.0,2006
200605,청계천로,66.0,0.0,2006
200605,한강대로,77.0,0.0,2006
200605,홍릉로,62.0,0.0,2006
200605,홍지문,69.0,0.0,2006
200604,강남구,91.0,0.0,2006
200604,강동구,108.0,0.0,2006
200604,강북구,91.0,0.0,2006
200604,강서구,109.0,0.0,2006
200604,관악구,115.0,0.0,2006
200604,광진구,134.0,0.0,2006
200604,구로구,108.0,0.0,2006
200604,구로구2,112.0,0.0,2006
200604,금천구,108.0,0.0,2006
200604,노원구,99.0,0.0,2006
200604,도봉구,120.0,0.0,2006
200604,도산대로,118.0,0.0,2006
200604,동대문구,120.0,0.0,2006
200604,동작구,89.0,0.0,2006
200604,마포구,105.0,0.0,2006
200604,서대문구,80.0,0.0,2006
200604,서초구,118.0,0.0,2006
200604,성동구,101.0,0.0,2006
200604,성북구,77.0,0.0,2006
200604,송파구,118.0,0.0,2006
200604,송파구2,104.0,0.0,2006
200604,신촌로,115.0,0.0,2006
200604,양천구,91.0,0.0,2006
200604,영등포구,98.0,0.0,2006
200604,영등포로,72.0,0.0,2006
200604,용산구,125.0,0.0,2006
200604,은평구,122.0,0.0,2006
200604,종로구,109.0,0.0,2006
200604,중구,127.0,0.0,2006
200604,중랑구,92.0,0.0,2006
200604,천호대로,0.0,0.0,2006
200604,청계천로,120.0,0.0,2006
200604,한강대로,98.0,0.0,2006
200604,홍릉로,116.0,0.0,2006
200604,홍지문,118.0,0.0,2006
200603,강남구,69.0,0.0,2006
200603,강동구,83.0,0.0,2006
200603,강북구,69.0,0.0,2006
200603,강서구,79.0,0.0,2006
200603,관악구,80.0,0.0,2006
200603,광진구,95.0,0.0,2006
200603,구로구,72.0,0.0,2006
200603,구로구2,98.0,0.0,2006
200603,금천구,77.0,0.0,2006
200603,노원구,71.0,0.0,2006
200603,도봉구,86.0,0.0,2006
200603,도산대로,93.0,0.0,2006
200603,동대문구,93.0,0.0,2006
200603,동작구,64.0,0.0,2006
200603,마포구,69.0,0.0,2006
200603,서대문구,67.0,0.0,2006
200603,서초구,86.0,0.0,2006
200603,성동구,0.0,0.0,2006
200603,성북구,0.0,0.0,2006
200603,송파구,78.0,0.0,2006
200603,송파구2,81.0,0.0,2006
200603,신촌로,90.0,0.0,2006
200603,양천구,64.0,0.0,2006
200603,영등포구,70.0,0.0,2006
200603,영등포로,81.0,0.0,2006
200603,용산구,0.0,0.0,2006
200603,은평구,93.0,0.0,2006
200603,종로구,84.0,0.0,2006
200603,중구,84.0,0.0,2006
200603,중랑구,68.0,0.0,2006
200603,천호대로,0.0,0.0,2006
200603,청계천로,88.0,0.0,2006
200603,한강대로,94.0,0.0,2006
200603,홍릉로,92.0,0.0,2006
200603,홍지문,89.0,0.0,2006
200602,강남구,60.0,0.0,2006
200602,강동구,71.0,0.0,2006
200602,강북구,58.0,0.0,2006
200602,강서구,66.0,0.0,2006
200602,관악구,71.0,0.0,2006
200602,광진구,83.0,0.0,2006
200602,구로구,62.0,0.0,2006
200602,구로구2,89.0,0.0,2006
200602,금천구,69.0,0.0,2006
200602,노원구,58.0,0.0,2006
200602,도봉구,69.0,0.0,2006
200602,도산대로,77.0,0.0,2006
200602,동대문구,74.0,0.0,2006
200602,동작구,64.0,0.0,2006
200602,마포구,53.0,0.0,2006
200602,서대문구,60.0,0.0,2006
200602,서초구,77.0,0.0,2006
200602,성동구,0.0,0.0,2006
200602,성북구,58.0,0.0,2006
200602,송파구,63.0,0.0,2006
200602,송파구2,67.0,0.0,2006
200602,신촌로,71.0,0.0,2006
200602,양천구,55.0,0.0,2006
200602,영등포구,58.0,0.0,2006
200602,영등포로,71.0,0.0,2006
200602,용산구,65.0,0.0,2006
200602,은평구,73.0,0.0,2006
200602,종로구,66.0,0.0,2006
200602,중구,64.0,0.0,2006
200602,중랑구,59.0,0.0,2006
200602,천호대로,0.0,0.0,2006
200602,청계천로,67.0,0.0,2006
200602,한강대로,77.0,0.0,2006
200602,홍릉로,71.0,0.0,2006
200602,홍지문,64.0,0.0,2006
200601,강남구,58.0,0.0,2006
200601,강동구,66.0,0.0,2006
200601,강북구,54.0,0.0,2006
200601,강서구,71.0,0.0,2006
200601,관악구,67.0,0.0,2006
200601,광진구,78.0,0.0,2006
200601,구로구,60.0,0.0,2006
200601,구로구2,82.0,0.0,2006
200601,금천구,66.0,0.0,2006
200601,노원구,56.0,0.0,2006
200601,도봉구,66.0,0.0,2006
200601,도산대로,74.0,0.0,2006
200601,동대문구,71.0,0.0,2006
200601,동작구,67.0,0.0,2006
200601,마포구,49.0,0.0,2006
200601,서대문구,61.0,0.0,2006
200601,서초구,75.0,0.0,2006
200601,성동구,87.0,0.0,2006
200601,성북구,57.0,0.0,2006
200601,송파구,61.0,0.0,2006
200601,송파구2,65.0,0.0,2006
200601,신촌로,67.0,0.0,2006
200601,양천구,55.0,0.0,2006
200601,영등포구,51.0,0.0,2006
200601,영등포로,71.0,0.0,2006
200601,용산구,69.0,0.0,2006
200601,은평구,69.0,0.0,2006
200601,종로구,60.0,0.0,2006
200601,중구,62.0,0.0,2006
200601,중랑구,56.0,0.0,2006
200601,천호대로,0.0,0.0,2006
200601,청계천로,62.0,0.0,2006
200601,한강대로,74.0,0.0,2006
200601,홍릉로,68.0,0.0,2006
200601,홍지문,69.0,0.0,2006
200512,강남구,46.0,0.0,2005
200512,강동구,49.0,0.0,2005
200512,강북구,41.0,0.0,2005
200512,강서구,50.0,0.0,2005
200512,관악구,48.0,0.0,2005
200512,광진구,62.0,0.0,2005
200512,구로구,42.0,0.0,2005
200512,구로구2,61.0,0.0,2005
200512,금천구,48.0,0.0,2005
200512,노원구,44.0,0.0,2005
200512,도봉구,58.0,0.0,2005
200512,도산대로,55.0,0.0,2005
200512,동대문구,56.0,0.0,2005
200512,동작구,50.0,0.0,2005
200512,마포구,31.0,0.0,2005
200512,서대문구,42.0,0.0,2005
200512,서초구,53.0,0.0,2005
200512,성동구,64.0,0.0,2005
200512,성북구,44.0,0.0,2005
200512,송파구,53.0,0.0,2005
200512,송파구2,49.0,0.0,2005
200512,신촌로,53.0,0.0,2005
200512,양천구,40.0,0.0,2005
200512,영등포구,36.0,0.0,2005
200512,영등포로,57.0,0.0,2005
200512,용산구,53.0,0.0,2005
200512,은평구,52.0,0.0,2005
200512,종로구,42.0,0.0,2005
200512,중구,52.0,0.0,2005
200512,중랑구,43.0,0.0,2005
200512,천호대로,0.0,0.0,2005
200512,청계천로,49.0,0.0,2005
200512,한강대로,58.0,0.0,2005
200512,홍릉로,57.0,0.0,2005
200512,홍지문,64.0,0.0,2005
200511,강남구,71.0,0.0,2005
200511,강동구,71.0,0.0,2005
200511,강북구,68.0,0.0,2005
200511,강서구,69.0,0.0,2005
200511,관악구,68.0,0.0,2005
200511,광진구,84.0,0.0,2005
200511,구로구,65.0,0.0,2005
200511,구로구2,78.0,0.0,2005
200511,금천구,65.0,0.0,2005
200511,노원구,58.0,0.0,2005
200511,도봉구,89.0,0.0,2005
200511,도산대로,78.0,0.0,2005
200511,동대문구,73.0,0.0,2005
200511,동작구,67.0,0.0,2005
200511,마포구,50.0,0.0,2005
200511,서대문구,59.0,0.0,2005
200511,서초구,75.0,0.0,2005
200511,성동구,80.0,0.0,2005
200511,성북구,59.0,0.0,2005
200511,송파구,73.0,0.0,2005
200511,송파구2,66.0,0.0,2005
200511,신촌로,77.0,0.0,2005
200511,양천구,55.0,0.0,2005
200511,영등포구,53.0,0.0,2005
200511,영등포로,75.0,0.0,2005
200511,용산구,75.0,0.0,2005
200511,은평구,71.0,0.0,2005
200511,종로구,59.0,0.0,2005
200511,중구,70.0,0.0,2005
200511,중랑구,80.0,0.0,2005
200511,천호대로,0.0,0.0,2005
200511,청계천로,76.0,0.0,2005
200511,한강대로,85.0,0.0,2005
200511,홍릉로,72.0,0.0,2005
200511,홍지문,83.0,0.0,2005
200510,강남구,51.0,0.0,2005
200510,강동구,53.0,0.0,2005
200510,강북구,51.0,0.0,2005
200510,강서구,58.0,0.0,2005
200510,관악구,61.0,0.0,2005
200510,광진구,61.0,0.0,2005
200510,구로구,54.0,0.0,2005
200510,구로구2,62.0,0.0,2005
200510,금천구,43.0,0.0,2005
200510,노원구,46.0,0.0,2005
200510,도봉구,65.0,0.0,2005
200510,도산대로,66.0,0.0,2005
200510,동대문구,44.0,0.0,2005
200510,동작구,58.0,0.0,2005
200510,마포구,41.0,0.0,2005
200510,서대문구,49.0,0.0,2005
200510,서초구,59.0,0.0,2005
200510,성동구,60.0,0.0,2005
200510,성북구,46.0,0.0,2005
200510,송파구,55.0,0.0,2005
200510,송파구2,55.0,0.0,2005
200510,신촌로,63.0,0.0,2005
200510,양천구,52.0,0.0,2005
200510,영등포구,45.0,0.0,2005
200510,영등포로,60.0,0.0,2005
200510,용산구,60.0,0.0,2005
200510,은평구,63.0,0.0,2005
200510,종로구,48.0,0.0,2005
200510,중구,63.0,0.0,2005
200510,중랑구,55.0,0.0,2005
200510,천호대로,0.0,0.0,2005
200510,청계천로,60.0,0.0,2005
200510,한강대로,78.0,0.0,2005
200510,홍릉로,57.0,0.0,2005
200510,홍지문,68.0,0.0,2005
200509,강남구,31.0,0.0,2005
200509,강동구,34.0,0.0,2005
200509,강북구,35.0,0.0,2005
200509,강서구,38.0,0.0,2005
200509,관악구,34.0,0.0,2005
200509,광진구,39.0,0.0,2005
200509,구로구,40.0,0.0,2005
200509,구로구2,41.0,0.0,2005
200509,금천구,33.0,0.0,2005
200509,노원구,33.0,0.0,2005
200509,도봉구,47.0,0.0,2005
200509,도산대로,49.0,0.0,2005
200509,동대문구,27.0,0.0,2005
200509,동작구,38.0,0.0,2005
200509,마포구,26.0,0.0,2005
200509,서대문구,38.0,0.0,2005
200509,서초구,35.0,0.0,2005
200509,성동구,39.0,0.0,2005
200509,성북구,33.0,0.0,2005
200509,송파구,32.0,0.0,2005
200509,송파구2,38.0,0.0,2005
200509,신촌로,47.0,0.0,2005
200509,양천구,40.0,0.0,2005
200509,영등포구,32.0,0.0,2005
200509,영등포로,39.0,0.0,2005
200509,용산구,39.0,0.0,2005
200509,은평구,46.0,0.0,2005
200509,종로구,32.0,0.0,2005
200509,중구,48.0,0.0,2005
200509,중랑구,28.0,0.0,2005
200509,천호대로,0.0,0.0,2005
200509,청계천로,44.0,0.0,2005
200509,한강대로,56.0,0.0,2005
200509,홍릉로,39.0,0.0,2005
200509,홍지문,48.0,0.0,2005
200508,강남구,37.0,0.0,2005
200508,강동구,48.0,0.0,2005
200508,강북구,46.0,0.0,2005
200508,강서구,46.0,0.0,2005
200508,관악구,40.0,0.0,2005
200508,광진구,46.0,0.0,2005
200508,구로구,50.0,0.0,2005
200508,구로구2,44.0,0.0,2005
200508,금천구,43.0,0.0,2005
200508,노원구,45.0,0.0,2005
200508,도봉구,54.0,0.0,2005
200508,도산대로,57.0,0.0,2005
200508,동대문구,34.0,0.0,2005
200508,동작구,45.0,0.0,2005
200508,마포구,34.0,0.0,2005
200508,서대문구,57.0,0.0,2005
200508,서초구,45.0,0.0,2005
200508,성동구,43.0,0.0,2005
200508,성북구,38.0,0.0,2005
200508,송파구,34.0,0.0,2005
200508,송파구2,45.0,0.0,2005
200508,신촌로,46.0,0.0,2005
200508,양천구,48.0,0.0,2005
200508,영등포구,39.0,0.0,2005
200508,영등포로,46.0,0.0,2005
200508,용산구,46.0,0.0,2005
200508,은평구,54.0,0.0,2005
200508,종로구,39.0,0.0,2005
200508,중구,62.0,0.0,2005
200508,중랑구,28.0,0.0,2005
200508,천호대로,0.0,0.0,2005
200508,청계천로,56.0,0.0,2005
200508,한강대로,72.0,0.0,2005
200508,홍릉로,50.0,0.0,2005
200508,홍지문,57.0,0.0,2005
200507,강남구,58.0,0.0,2005
200507,강동구,68.0,0.0,2005
200507,강북구,65.0,0.0,2005
200507,강서구,78.0,0.0,2005
200507,관악구,61.0,0.0,2005
200507,광진구,69.0,0.0,2005
200507,구로구,72.0,0.0,2005
200507,구로구2,66.0,0.0,2005
200507,금천구,61.0,0.0,2005
200507,노원구,65.0,0.0,2005
200507,도봉구,79.0,0.0,2005
200507,도산대로,87.0,0.0,2005
200507,동대문구,51.0,0.0,2005
200507,동작구,68.0,0.0,2005
200507,마포구,53.0,0.0,2005
200507,서대문구,90.0,0.0,2005
200507,서초구,68.0,0.0,2005
200507,성동구,64.0,0.0,2005
200507,성북구,55.0,0.0,2005
200507,송파구,62.0,0.0,2005
200507,송파구2,65.0,0.0,2005
200507,신촌로,59.0,0.0,2005
200507,양천구,72.0,0.0,2005
200507,영등포구,69.0,0.0,2005
200507,영등포로,67.0,0.0,2005
200507,용산구,71.0,0.0,2005
200507,은평구,75.0,0.0,2005
200507,종로구,56.0,0.0,2005
200507,중구,79.0,0.0,2005
200507,중랑구,64.0,0.0,2005
200507,천호대로,0.0,0.0,2005
200507,청계천로,103.0,0.0,2005
200507,한강대로,98.0,0.0,2005
200507,홍릉로,72.0,0.0,2005
200507,홍지문,80.0,0.0,2005
200506,강남구,56.0,0.0,2005
200506,강동구,66.0,0.0,2005
200506,강북구,63.0,0.0,2005
200506,강서구,78.0,0.0,2005
200506,관악구,67.0,0.0,2005
200506,광진구,69.0,0.0,2005
200506,구로구,81.0,0.0,2005
200506,구로구2,65.0,0.0,2005
200506,금천구,69.0,0.0,2005
200506,노원구,63.0,0.0,2005
200506,도봉구,80.0,0.0,2005
200506,도산대로,87.0,0.0,2005
200506,동대문구,49.0,0.0,2005
200506,동작구,64.0,0.0,2005
200506,마포구,48.0,0.0,2005
200506,서대문구,76.0,0.0,2005
200506,서초구,63.0,0.0,2005
200506,성동구,61.0,0.0,2005
200506,성북구,55.0,0.0,2005
200506,송파구,63.0,0.0,2005
200506,송파구2,66.0,0.0,2005
200506,신촌로,72.0,0.0,2005
200506,양천구,66.0,0.0,2005
200506,영등포구,74.0,0.0,2005
200506,영등포로,69.0,0.0,2005
200506,용산구,69.0,0.0,2005
200506,은평구,74.0,0.0,2005
200506,종로구,57.0,0.0,2005
200506,중구,69.0,0.0,2005
200506,중랑구,65.0,0.0,2005
200506,천호대로,0.0,0.0,2005
200506,청계천로,84.0,0.0,2005
200506,한강대로,93.0,0.0,2005
200506,홍릉로,83.0,0.0,2005
200506,홍지문,78.0,0.0,2005
200505,강남구,41.0,0.0,2005
200505,강동구,56.0,0.0,2005
200505,강북구,51.0,0.0,2005
200505,강서구,60.0,0.0,2005
200505,관악구,59.0,0.0,2005
200505,광진구,65.0,0.0,2005
200505,구로구,58.0,0.0,2005
200505,구로구2,64.0,0.0,2005
200505,금천구,55.0,0.0,2005
200505,노원구,51.0,0.0,2005
200505,도봉구,73.0,0.0,2005
200505,도산대로,70.0,0.0,2005
200505,동대문구,40.0,0.0,2005
200505,동작구,52.0,0.0,2005
200505,마포구,45.0,0.0,2005
200505,서대문구,52.0,0.0,2005
200505,서초구,58.0,0.0,2005
200505,성동구,57.0,0.0,2005
200505,성북구,48.0,0.0,2005
200505,송파구,58.0,0.0,2005
200505,송파구2,56.0,0.0,2005
200505,신촌로,64.0,0.0,2005
200505,양천구,58.0,0.0,2005
200505,영등포구,63.0,0.0,2005
200505,영등포로,66.0,0.0,2005
200505,용산구,60.0,0.0,2005
200505,은평구,73.0,0.0,2005
200505,종로구,50.0,0.0,2005
200505,중구,71.0,0.0,2005
200505,중랑구,63.0,0.0,2005
200505,천호대로,0.0,0.0,2005
200505,청계천로,78.0,0.0,2005
200505,한강대로,75.0,0.0,2005
200505,홍릉로,68.0,0.0,2005
200505,홍지문,68.0,0.0,2005
200504,강남구,53.0,0.0,2005
200504,강동구,84.0,0.0,2005
200504,강북구,72.0,0.0,2005
200504,강서구,83.0,0.0,2005
200504,관악구,83.0,0.0,2005
200504,광진구,109.0,0.0,2005
200504,구로구,70.0,0.0,2005
200504,구로구2,86.0,0.0,2005
200504,금천구,73.0,0.0,2005
200504,노원구,74.0,0.0,2005
200504,도봉구,110.0,0.0,2005
200504,도산대로,102.0,0.0,2005
200504,동대문구,58.0,0.0,2005
200504,동작구,69.0,0.0,2005
200504,마포구,69.0,0.0,2005
200504,서대문구,73.0,0.0,2005
200504,서초구,87.0,0.0,2005
200504,성동구,93.0,0.0,2005
200504,성북구,80.0,0.0,2005
200504,송파구,86.0,0.0,2005
200504,송파구2,76.0,0.0,2005
200504,신촌로,95.0,0.0,2005
200504,양천구,75.0,0.0,2005
200504,영등포구,89.0,0.0,2005
200504,영등포로,95.0,0.0,2005
200504,용산구,91.0,0.0,2005
200504,은평구,110.0,0.0,2005
200504,종로구,74.0,0.0,2005
200504,중구,122.0,0.0,2005
200504,중랑구,93.0,0.0,2005
200504,천호대로,0.0,0.0,2005
200504,청계천로,105.0,0.0,2005
200504,한강대로,108.0,0.0,2005
200504,홍릉로,91.0,0.0,2005
200504,홍지문,90.0,0.0,2005
200503,강남구,39.0,0.0,2005
200503,강동구,65.0,0.0,2005
200503,강북구,64.0,0.0,2005
200503,강서구,69.0,0.0,2005
200503,관악구,45.0,0.0,2005
200503,광진구,88.0,0.0,2005
200503,구로구,58.0,0.0,2005
200503,구로구2,70.0,0.0,2005
200503,금천구,65.0,0.0,2005
200503,노원구,52.0,0.0,2005
200503,도봉구,81.0,0.0,2005
200503,도산대로,77.0,0.0,2005
200503,동대문구,51.0,0.0,2005
200503,동작구,55.0,0.0,2005
200503,마포구,47.0,0.0,2005
200503,서대문구,55.0,0.0,2005
200503,서초구,69.0,0.0,2005
200503,성동구,69.0,0.0,2005
200503,성북구,59.0,0.0,2005
200503,송파구,52.0,0.0,2005
200503,송파구2,56.0,0.0,2005
200503,신촌로,74.0,0.0,2005
200503,양천구,61.0,0.0,2005
200503,영등포구,50.0,0.0,2005
200503,영등포로,70.0,0.0,2005
200503,용산구,74.0,0.0,2005
200503,은평구,86.0,0.0,2005
200503,종로구,60.0,0.0,2005
200503,중구,95.0,0.0,2005
200503,중랑구,79.0,0.0,2005
200503,천호대로,0.0,0.0,2005
200503,청계천로,81.0,0.0,2005
