측정월,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),Year
201406,동대문구,38.0,21.0,2014
201406,동작구,38.0,25.0,2014
201406,동작대로,47.0,27.0,2014
201406,마포구,40.0,21.0,2014
201406,서대문구,38.0,20.0,2014
201406,서초구,39.0,24.0,2014
201406,성동구,39.0,23.0,2014
201406,성북구,34.0,19.0,2014
201406,송파구,35.0,21.0,2014
201406,신촌로,48.0,26.0,2014
201406,양천구,39.0,23.0,2014
201406,영등포구,40.0,22.0,2014
201406,영등포로,44.0,26.0,2014
201406,용산구,37.0,23.0,2014
201406,은평구,37.0,19.0,2014
201406,정릉로,41.0,21.0,2014
201406,종로,48.0,25.0,2014
201406,종로구,36.0,23.0,2014
201406,중구,38.0,19.0,2014
201406,중랑구,39.0,21.0,2014
201406,천호대로,43.0,22.0,2014
201406,청계천로,38.0,22.0,2014
201406,한강대로,42.0,23.0,2014
201406,홍릉로,44.0,31.0,2014
201406,홍지문,40.0,28.0,2014
201406,화랑로,49.0,26.0,2014
201405,강남구,63.0,31.0,2014
201405,강남대로,72.0,35.0,2014
201405,강동구,59.0,27.0,2014
201405,강변북로,74.0,42.0,2014
201405,강북구,62.0,27.0,2014
201405,강서구,64.0,26.0,2014
201405,공항대로,80.0,32.0,2014
201405,관악구,68.0,30.0,2014
201405,광진구,68.0,26.0,2014
201405,구로구,67.0,28.0,2014
201405,금천구,59.0,28.0,2014
201405,노원구,59.0,28.0,2014
201405,도봉구,57.0,24.0,2014
201405,도산대로,66.0,28.0,2014
201405,동대문구,64.0,26.0,2014
201405,동작구,59.0,27.0,2014
201405,동작대로,71.0,28.0,2014
201405,마포구,68.0,29.0,2014
201405,서대문구,65.0,27.0,2014
201405,서초구,63.0,27.0,2014
201405,성동구,66.0,29.0,2014
201405,성북구,59.0,23.0,2014
201405,송파구,56.0,26.0,2014
201405,신촌로,76.0,32.0,2014
201405,양천구,64.0,28.0,2014
201405,영등포구,65.0,28.0,2014
201405,영등포로,71.0,32.0,2014
201405,용산구,61.0,25.0,2014
201405,은평구,62.0,25.0,2014
201405,정릉로,63.0,24.0,2014
201405,종로,69.0,32.0,2014
201405,종로구,59.0,26.0,2014
201405,중구,63.0,25.0,2014
201405,중랑구,65.0,26.0,2014
201405,천호대로,66.0,24.0,2014
201405,청계천로,62.0,27.0,2014
201405,한강대로,67.0,30.0,2014
201405,홍릉로,61.0,36.0,2014
201405,홍지문,68.0,33.0,2014
201405,화랑로,66.0,31.0,2014
201404,강남구,60.0,33.0,2014
201404,강남대로,71.0,46.0,2014
201404,강동구,56.0,27.0,2014
201404,강변북로,72.0,46.0,2014
201404,강북구,57.0,31.0,2014
201404,강서구,58.0,27.0,2014
201404,공항대로,76.0,32.0,2014
201404,관악구,62.0,32.0,2014
201404,광진구,64.0,27.0,2014
201404,구로구,60.0,30.0,2014
201404,금천구,54.0,32.0,2014
201404,노원구,55.0,30.0,2014
201404,도봉구,55.0,32.0,2014
201404,도산대로,57.0,28.0,2014
201404,동대문구,60.0,29.0,2014
201404,동작구,51.0,31.0,2014
201404,동작대로,66.0,30.0,2014
201404,마포구,62.0,32.0,2014
201404,서대문구,58.0,27.0,2014
201404,서초구,59.0,30.0,2014
201404,성동구,61.0,30.0,2014
201404,성북구,54.0,26.0,2014
201404,송파구,52.0,28.0,2014
201404,신촌로,72.0,30.0,2014
201404,양천구,59.0,28.0,2014
201404,영등포구,58.0,31.0,2014
201404,영등포로,70.0,35.0,2014
201404,용산구,57.0,28.0,2014
201404,은평구,56.0,27.0,2014
201404,정릉로,61.0,26.0,2014
201404,종로,69.0,42.0,2014
201404,종로구,54.0,26.0,2014
201404,중구,57.0,27.0,2014
201404,중랑구,62.0,32.0,2014
201404,천호대로,67.0,29.0,2014
201404,청계천로,57.0,30.0,2014
201404,한강대로,63.0,28.0,2014
201404,홍릉로,60.0,42.0,2014
201404,홍지문,68.0,38.0,2014
201404,화랑로,70.0,37.0,2014
201403,강남구,64.0,33.0,2014
201403,강남대로,77.0,43.0,2014
201403,강동구,59.0,27.0,2014
201403,강변북로,76.0,45.0,2014
201403,강북구,61.0,27.0,2014
201403,강서구,58.0,26.0,2014
201403,공항대로,77.0,32.0,2014
201403,관악구,65.0,32.0,2014
201403,광진구,66.0,27.0,2014
201403,구로구,60.0,28.0,2014
201403,금천구,55.0,30.0,2014
201403,노원구,59.0,30.0,2014
201403,도봉구,59.0,29.0,2014
201403,도산대로,58.0,28.0,2014
201403,동대문구,64.0,30.0,2014
201403,동작구,51.0,29.0,2014
201403,동작대로,68.0,26.0,2014
201403,마포구,61.0,31.0,2014
201403,서대문구,61.0,26.0,2014
201403,서초구,60.0,27.0,2014
201403,성동구,60.0,27.0,2014
201403,성북구,58.0,26.0,2014
201403,송파구,56.0,27.0,2014
201403,신촌로,75.0,30.0,2014
201403,양천구,61.0,27.0,2014
201403,영등포구,60.0,30.0,2014
201403,영등포로,73.0,35.0,2014
201403,용산구,60.0,27.0,2014
201403,은평구,60.0,29.0,2014
201403,정릉로,63.0,26.0,2014
201403,종로,61.0,33.0,2014
201403,종로구,57.0,25.0,2014
201403,중구,61.0,27.0,2014
201403,중랑구,65.0,33.0,2014
201403,천호대로,59.0,28.0,2014
201403,청계천로,60.0,31.0,2014
201403,한강대로,68.0,29.0,2014
201403,홍릉로,63.0,47.0,2014
201403,홍지문,69.0,38.0,2014
201403,화랑로,72.0,38.0,2014
201402,강남구,57.0,35.0,2014
201402,강남대로,74.0,47.0,2014
201402,강동구,56.0,29.0,2014
201402,강변북로,71.0,50.0,2014
201402,강북구,58.0,29.0,2014
201402,강서구,61.0,30.0,2014
201402,공항대로,79.0,37.0,2014
201402,관악구,61.0,35.0,2014
201402,광진구,61.0,31.0,2014
201402,구로구,59.0,31.0,2014
201402,금천구,54.0,33.0,2014
201402,노원구,55.0,33.0,2014
201402,도봉구,55.0,33.0,2014
201402,도산대로,57.0,33.0,2014
201402,동대문구,57.0,32.0,2014
201402,동작구,51.0,33.0,2014
201402,동작대로,69.0,30.0,2014
201402,마포구,60.0,31.0,2014
201402,서대문구,54.0,27.0,2014
201402,서초구,59.0,30.0,2014
201402,성동구,57.0,30.0,2014
201402,성북구,54.0,30.0,2014
201402,송파구,53.0,31.0,2014
201402,신촌로,71.0,34.0,2014
201402,양천구,61.0,29.0,2014
201402,영등포구,59.0,34.0,2014
201402,영등포로,73.0,40.0,2014
201402,용산구,56.0,30.0,2014
201402,은평구,56.0,33.0,2014
201402,정릉로,63.0,27.0,2014
201402,종로,60.0,36.0,2014
201402,종로구,52.0,27.0,2014
201402,중구,57.0,28.0,2014
201402,중랑구,57.0,34.0,2014
201402,천호대로,55.0,31.0,2014
201402,청계천로,58.0,35.0,2014
201402,한강대로,65.0,32.0,2014
201402,홍릉로,58.0,50.0,2014
201402,홍지문,66.0,40.0,2014
201402,화랑로,69.0,42.0,2014
201401,강남구,58.0,33.0,2014
201401,강남대로,71.0,42.0,2014
201401,강동구,58.0,30.0,2014
201401,강변북로,70.0,45.0,2014
201401,강북구,58.0,27.0,2014
201401,강서구,59.0,27.0,2014
201401,공항대로,75.0,35.0,2014
201401,관악구,61.0,31.0,2014
201401,광진구,64.0,30.0,2014
201401,구로구,58.0,28.0,2014
201401,금천구,53.0,29.0,2014
201401,노원구,54.0,28.0,2014
201401,도봉구,56.0,30.0,2014
201401,도산대로,56.0,31.0,2014
201401,동대문구,57.0,32.0,2014
201401,동작구,49.0,30.0,2014
201401,동작대로,66.0,27.0,2014
201401,마포구,61.0,29.0,2014
201401,서대문구,53.0,23.0,2014
201401,서초구,58.0,29.0,2014
201401,성동구,57.0,28.0,2014
201401,성북구,53.0,28.0,2014
201401,송파구,56.0,31.0,2014
201401,신촌로,74.0,34.0,2014
201401,양천구,60.0,29.0,2014
201401,영등포구,59.0,33.0,2014
201401,영등포로,74.0,38.0,2014
201401,용산구,57.0,29.0,2014
201401,은평구,56.0,29.0,2014
201401,정릉로,60.0,26.0,2014
201401,종로,67.0,37.0,2014
201401,종로구,52.0,25.0,2014
201401,중구,57.0,26.0,2014
201401,중랑구,57.0,32.0,2014
201401,천호대로,56.0,31.0,2014
201401,청계천로,58.0,33.0,2014
201401,한강대로,64.0,35.0,2014
201401,홍릉로,59.0,43.0,2014
201401,홍지문,63.0,37.0,2014
201401,화랑로,66.0,40.0,2014
201312,강남구,55.0,35.0,2013
201312,강남대로,70.0,43.0,2013
201312,강동구,55.0,31.0,2013
201312,강변북로,66.0,47.0,2013
201312,강북구,58.0,32.0,2013
201312,강서구,58.0,29.0,2013
201312,공항대로,74.0,37.0,2013
201312,관악구,58.0,32.0,2013
201312,광진구,59.0,26.0,2013
201312,구로구,56.0,31.0,2013
201312,금천구,51.0,32.0,2013
201312,노원구,56.0,27.0,2013
201312,도봉구,56.0,36.0,2013
201312,도산대로,53.0,34.0,2013
201312,동대문구,57.0,35.0,2013
201312,동작구,46.0,32.0,2013
201312,동작대로,63.0,26.0,2013
201312,마포구,59.0,31.0,2013
201312,서대문구,52.0,26.0,2013
201312,서초구,57.0,32.0,2013
201312,성동구,55.0,30.0,2013
201312,성북구,51.0,29.0,2013
201312,송파구,52.0,33.0,2013
201312,신촌로,75.0,38.0,2013
201312,양천구,59.0,36.0,2013
201312,영등포구,56.0,36.0,2013
201312,영등포로,71.0,38.0,2013
201312,용산구,55.0,32.0,2013
201312,은평구,54.0,32.0,2013
201312,정릉로,58.0,26.0,2013
201312,종로,63.0,39.0,2013
201312,종로구,51.0,28.0,2013
201312,중구,54.0,29.0,2013
201312,중랑구,56.0,34.0,2013
201312,천호대로,55.0,32.0,2013
201312,청계천로,57.0,33.0,2013
201312,한강대로,61.0,32.0,2013
201312,홍릉로,66.0,49.0,2013
201312,홍지문,62.0,40.0,2013
201312,화랑로,72.0,43.0,2013
201311,강남구,44.0,26.0,2013
201311,강남대로,62.0,34.0,2013
201311,강동구,42.0,20.0,2013
201311,강변북로,53.0,35.0,2013
201311,강북구,43.0,22.0,2013
201311,강서구,45.0,20.0,2013
201311,공항대로,57.0,25.0,2013
201311,관악구,46.0,24.0,2013
201311,광진구,46.0,20.0,2013
201311,구로구,45.0,23.0,2013
201311,금천구,42.0,23.0,2013
201311,노원구,40.0,21.0,2013
201311,도봉구,41.0,24.0,2013
201311,도산대로,42.0,23.0,2013
201311,동대문구,42.0,23.0,2013
201311,동작구,36.0,23.0,2013
201311,동작대로,50.0,21.0,2013
201311,마포구,45.0,23.0,2013
201311,서대문구,42.0,21.0,2013
201311,서초구,44.0,23.0,2013
201311,성동구,42.0,21.0,2013
201311,성북구,37.0,19.0,2013
201311,송파구,42.0,23.0,2013
201311,신촌로,59.0,26.0,2013
201311,양천구,46.0,26.0,2013
201311,영등포구,44.0,26.0,2013
201311,영등포로,54.0,28.0,2013
201311,용산구,43.0,22.0,2013
201311,은평구,41.0,22.0,2013
201311,정릉로,46.0,20.0,2013
201311,종로,39.0,26.0,2013
201311,종로구,42.0,21.0,2013
201311,중구,43.0,20.0,2013
201311,중랑구,41.0,22.0,2013
201311,천호대로,43.0,23.0,2013
201311,청계천로,43.0,23.0,2013
201311,한강대로,50.0,23.0,2013
201311,홍릉로,53.0,34.0,2013
201311,홍지문,50.0,29.0,2013
201311,화랑로,56.0,29.0,2013
201310,강남구,29.0,16.0,2013
201310,강남대로,45.0,25.0,2013
201310,강동구,28.0,15.0,2013
201310,강변북로,38.0,27.0,2013
201310,강북구,30.0,13.0,2013
201310,강서구,32.0,13.0,2013
201310,공항대로,45.0,18.0,2013
201310,관악구,32.0,17.0,2013
201310,광진구,30.0,18.0,2013
201310,구로구,32.0,17.0,2013
201310,금천구,29.0,15.0,2013
201310,노원구,28.0,15.0,2013
201310,도봉구,27.0,16.0,2013
201310,도산대로,30.0,17.0,2013
201310,동대문구,30.0,17.0,2013
201310,동작구,26.0,16.0,2013
201310,동작대로,37.0,17.0,2013
201310,마포구,31.0,17.0,2013
201310,서대문구,27.0,14.0,2013
201310,서초구,29.0,15.0,2013
201310,성동구,28.0,14.0,2013
201310,성북구,27.0,14.0,2013
201310,송파구,29.0,15.0,2013
201310,신촌로,36.0,18.0,2013
201310,양천구,31.0,17.0,2013
201310,영등포구,30.0,16.0,2013
201310,영등포로,36.0,19.0,2013
201310,용산구,30.0,15.0,2013
201310,은평구,27.0,14.0,2013
201310,정릉로,31.0,15.0,2013
201310,종로,31.0,18.0,2013
201310,종로구,30.0,16.0,2013
201310,중구,30.0,14.0,2013
201310,중랑구,27.0,16.0,2013
201310,천호대로,31.0,17.0,2013
201310,청계천로,31.0,17.0,2013
201310,한강대로,36.0,17.0,2013
201310,홍릉로,39.0,24.0,2013
201310,홍지문,36.0,22.0,2013
201310,화랑로,43.0,23.0,2013
201309,강남구,30.0,18.0,2013
201309,강남대로,37.0,24.0,2013
201309,강동구,26.0,15.0,2013
201309,강변북로,38.0,28.0,2013
201309,강북구,29.0,16.0,2013
201309,강서구,30.0,12.0,2013
201309,공항대로,38.0,19.0,2013
201309,관악구,31.0,18.0,2013
201309,광진구,27.0,19.0,2013
201309,구로구,30.0,17.0,2013
201309,금천구,29.0,17.0,2013
201309,노원구,27.0,16.0,2013
201309,도봉구,27.0,18.0,2013
201309,도산대로,29.0,19.0,2013
201309,동대문구,29.0,18.0,2013
201309,동작구,24.0,17.0,2013
201309,동작대로,35.0,17.0,2013
201309,마포구,30.0,17.0,2013
201309,서대문구,27.0,15.0,2013
201309,서초구,28.0,17.0,2013
201309,성동구,27.0,15.0,2013
201309,성북구,27.0,15.0,2013
201309,송파구,25.0,15.0,2013
201309,신촌로,32.0,19.0,2013
201309,양천구,30.0,18.0,2013
201309,영등포구,30.0,17.0,2013
201309,영등포로,34.0,22.0,2013
201309,용산구,28.0,18.0,2013
201309,은평구,28.0,16.0,2013
201309,정릉로,31.0,16.0,2013
201309,종로,31.0,19.0,2013
201309,종로구,29.0,17.0,2013
201309,중구,28.0,14.0,2013
201309,중랑구,27.0,17.0,2013
201309,천호대로,29.0,18.0,2013
201309,청계천로,31.0,18.0,2013
201309,한강대로,35.0,17.0,2013
201309,홍릉로,37.0,25.0,2013
201309,홍지문,36.0,21.0,2013
201309,화랑로,39.0,24.0,2013
201308,강남구,37.0,26.0,2013
201308,강남대로,44.0,32.0,2013
201308,강동구,32.0,20.0,2013
201308,강변북로,48.0,38.0,2013
201308,강북구,36.0,20.0,2013
201308,강서구,34.0,16.0,2013
201308,공항대로,46.0,25.0,2013
201308,관악구,39.0,26.0,2013
201308,광진구,35.0,23.0,2013
201308,구로구,36.0,22.0,2013
201308,금천구,36.0,23.0,2013
201308,노원구,36.0,21.0,2013
201308,도봉구,35.0,23.0,2013
201308,도산대로,39.0,24.0,2013
201308,동대문구,35.0,24.0,2013
201308,동작구,31.0,23.0,2013
201308,동작대로,42.0,22.0,2013
201308,마포구,37.0,25.0,2013
201308,서대문구,35.0,22.0,2013
201308,서초구,34.0,24.0,2013
201308,성동구,32.0,20.0,2013
201308,성북구,34.0,22.0,2013
201308,송파구,32.0,22.0,2013
201308,신촌로,40.0,26.0,2013
201308,양천구,33.0,23.0,2013
201308,영등포구,36.0,24.0,2013
201308,영등포로,42.0,30.0,2013
201308,용산구,36.0,25.0,2013
201308,은평구,36.0,23.0,2013
201308,정릉로,37.0,21.0,2013
201308,종로,41.0,27.0,2013
201308,종로구,36.0,24.0,2013
201308,중구,36.0,21.0,2013
201308,중랑구,35.0,24.0,2013
201308,천호대로,38.0,24.0,2013
201308,청계천로,38.0,24.0,2013
201308,한강대로,44.0,23.0,2013
201308,홍릉로,49.0,33.0,2013
201308,홍지문,44.0,28.0,2013
201308,화랑로,45.0,29.0,2013
201307,강남구,37.0,26.0,2013
201307,강남대로,46.0,0.0,2013
201307,강동구,33.0,0.0,2013
201307,강변북로,49.0,0.0,2013
201307,강북구,35.0,0.0,2013
201307,강서구,34.0,0.0,2013
201307,공항대로,41.0,0.0,2013
201307,관악구,35.0,0.0,2013
201307,광진구,35.0,0.0,2013
201307,구로구,35.0,0.0,2013
201307,금천구,34.0,0.0,2013
201307,노원구,35.0,0.0,2013
201307,도봉구,33.0,0.0,2013
201307,도산대로,39.0,24.0,2013
201307,동대문구,35.0,24.0,2013
201307,동작구,32.0,0.0,2013
201307,동작대로,43.0,22.0,2013
201307,마포구,35.0,0.0,2013
201307,서대문구,34.0,0.0,2013
201307,서초구,33.0,0.0,2013
201307,성동구,31.0,0.0,2013
201307,성북구,34.0,0.0,2013
201307,송파구,33.0,0.0,2013
201307,신촌로,41.0,25.0,2013
201307,양천구,33.0,0.0,2013
201307,영등포구,34.0,0.0,2013
201307,영등포로,40.0,0.0,2013
201307,용산구,35.0,0.0,2013
201307,은평구,34.0,0.0,2013
201307,정릉로,36.0,0.0,2013
201307,종로,43.0,0.0,2013
201307,종로구,36.0,0.0,2013
201307,중구,35.0,0.0,2013
201307,중랑구,34.0,0.0,2013
201307,천호대로,39.0,0.0,2013
201307,청계천로,38.0,0.0,2013
201307,한강대로,44.0,0.0,2013
201307,홍릉로,49.0,33.0,2013
201307,홍지문,42.0,0.0,2013
201307,화랑로,42.0,0.0,2013
201306,강남구,42.0,0.0,2013
201306,강남대로,52.0,0.0,2013
201306,강동구,38.0,0.0,2013
201306,강변북로,54.0,0.0,2013
201306,강북구,38.0,0.0,2013
201306,강서구,42.0,0.0,2013
201306,공항대로,55.0,0.0,2013
201306,관악구,42.0,0.0,2013
201306,광진구,41.0,0.0,2013
201306,구로구,44.0,0.0,2013
201306,금천구,43.0,0.0,2013
201306,노원구,38.0,32.0,2013
201306,도봉구,37.0,0.0,2013
201306,도산대로,45.0,22.0,2013
201306,동대문구,40.0,0.0,2013
201306,동작구,39.0,0.0,2013
201306,동작대로,48.0,0.0,2013
201306,마포구,42.0,0.0,2013
201306,서대문구,39.0,0.0,2013
201306,서초구,41.0,0.0,2013
201306,성동구,39.0,0.0,2013
201306,성북구,37.0,0.0,2013
201306,송파구,38.0,0.0,2013
201306,신촌로,53.0,0.0,2013
201306,양천구,42.0,0.0,2013
201306,영등포구,42.0,0.0,2013
201306,영등포로,46.0,0.0,2013
201306,용산구,40.0,0.0,2013
201306,은평구,39.0,0.0,2013
201306,정릉로,43.0,0.0,2013
201306,종로,43.0,0.0,2013
201306,종로구,41.0,0.0,2013
201306,중구,40.0,0.0,2013
201306,중랑구,39.0,0.0,2013
201306,천호대로,41.0,0.0,2013
201306,청계천로,43.0,0.0,2013
201306,한강대로,48.0,0.0,2013
201306,홍릉로,53.0,0.0,2013
201306,홍지문,46.0,0.0,2013
201306,화랑로,43.0,0.0,2013
201305,강남구,57.0,0.0,2013
201305,강남대로,70.0,0.0,2013
201305,강동구,53.0,0.0,2013
201305,강변북로,66.0,0.0,2013
201305,강북구,58.0,0.0,2013
201305,강서구,56.0,0.0,2013
201305,공항대로,70.0,0.0,2013
201305,관악구,56.0,0.0,2013
201305,광진구,57.0,0.0,2013
201305,구로구,58.0,0.0,2013
201305,금천구,55.0,0.0,2013
201305,노원구,55.0,0.0,2013
201305,도봉구,55.0,0.0,2013
201305,도산대로,59.0,29.0,2013
201305,동대문구,56.0,0.0,2013
201305,동작구,52.0,39.0,2013
201305,동작대로,62.0,37.0,2013
201305,마포구,60.0,0.0,2013
201305,서대문구,55.0,0.0,2013
201305,서초구,55.0,0.0,2013
201305,성동구,53.0,30.0,2013
201305,성북구,53.0,0.0,2013
201305,송파구,54.0,0.0,2013
201305,신촌로,70.0,0.0,2013
201305,양천구,56.0,0.0,2013
201305,영등포구,56.0,0.0,2013
201305,영등포로,62.0,0.0,2013
201305,용산구,54.0,0.0,2013
201305,은평구,56.0,0.0,2013
201305,정릉로,60.0,0.0,2013
201305,종로,59.0,0.0,2013
201305,종로구,58.0,0.0,2013
201305,중구,56.0,0.0,2013
201305,중랑구,54.0,0.0,2013
201305,천호대로,55.0,0.0,2013
201305,청계천로,63.0,0.0,2013
201305,한강대로,66.0,0.0,2013
201305,홍릉로,72.0,0.0,2013
201305,홍지문,64.0,0.0,2013
201305,화랑로,60.0,0.0,2013
201304,강남구,55.0,0.0,2013
201304,강남대로,68.0,35.0,2013
201304,강동구,50.0,0.0,2013
201304,강변북로,63.0,41.0,2013
201304,강북구,52.0,0.0,2013
201304,강서구,52.0,0.0,2013
201304,공항대로,68.0,31.0,2013
201304,관악구,53.0,0.0,2013
201304,광진구,54.0,0.0,2013
201304,구로구,57.0,0.0,2013
201304,금천구,52.0,0.0,2013
201304,노원구,50.0,0.0,2013
201304,도봉구,49.0,0.0,2013
201304,도산대로,57.0,27.0,2013
201304,동대문구,54.0,0.0,2013
201304,동작구,50.0,0.0,2013
201304,동작대로,61.0,35.0,2013
201304,마포구,56.0,0.0,2013
201304,서대문구,52.0,0.0,2013
201304,서초구,53.0,0.0,2013
201304,성동구,52.0,0.0,2013
201304,성북구,47.0,0.0,2013
201304,송파구,50.0,0.0,2013
201304,신촌로,68.0,33.0,2013
201304,양천구,55.0,0.0,2013
201304,영등포구,53.0,0.0,2013
201304,영등포로,61.0,31.0,2013
201304,용산구,50.0,0.0,2013
201304,은평구,52.0,0.0,2013
201304,정릉로,56.0,26.0,2013
201304,종로,55.0,31.0,2013
201304,종로구,54.0,0.0,2013
201304,중구,51.0,0.0,2013
201304,중랑구,53.0,0.0,2013
201304,천호대로,50.0,28.0,2013
201304,청계천로,55.0,33.0,2013
201304,한강대로,63.0,24.0,2013
201304,홍릉로,67.0,37.0,2013
201304,홍지문,62.0,37.0,2013
201304,화랑로,58.0,35.0,2013
201303,강남구,59.0,0.0,2013
201303,강남대로,71.0,0.0,2013
201303,강동구,54.0,0.0,2013
201303,강변북로,66.0,0.0,2013
201303,강북구,56.0,0.0,2013
201303,강서구,54.0,21.0,2013
201303,공항대로,74.0,0.0,2013
201303,관악구,54.0,0.0,2013
201303,광진구,59.0,23.0,2013
201303,구로구,59.0,0.0,2013
201303,금천구,55.0,0.0,2013
201303,노원구,55.0,0.0,2013
201303,도봉구,52.0,0.0,2013
201303,도산대로,62.0,27.0,2013
201303,동대문구,57.0,0.0,2013
201303,동작구,52.0,0.0,2013
201303,동작대로,65.0,0.0,2013
201303,마포구,58.0,0.0,2013
201303,서대문구,52.0,0.0,2013
201303,서초구,57.0,0.0,2013
201303,성동구,59.0,0.0,2013
201303,성북구,49.0,0.0,2013
201303,송파구,54.0,0.0,2013
201303,신촌로,72.0,0.0,2013
201303,양천구,59.0,0.0,2013
201303,영등포구,58.0,0.0,2013
201303,영등포로,67.0,0.0,2013
201303,용산구,51.0,0.0,2013
201303,은평구,53.0,0.0,2013
201303,정릉로,59.0,0.0,2013
201303,종로,58.0,0.0,2013
201303,종로구,56.0,0.0,2013
201303,중구,49.0,0.0,2013
201303,중랑구,61.0,0.0,2013
201303,천호대로,57.0,0.0,2013
201303,청계천로,59.0,0.0,2013
201303,한강대로,65.0,0.0,2013
201303,홍릉로,67.0,0.0,2013
201303,홍지문,62.0,0.0,2013
201303,화랑로,61.0,0.0,2013
201302,강남구,47.0,0.0,2013
201302,강남대로,58.0,38.0,2013
201302,강동구,42.0,0.0,2013
201302,강변북로,52.0,35.0,2013
201302,강북구,45.0,0.0,2013
201302,강서구,46.0,22.0,2013
201302,공항대로,55.0,30.0,2013
201302,관악구,43.0,0.0,2013
201302,광진구,44.0,0.0,2013
201302,구로구,48.0,0.0,2013
201302,금천구,46.0,0.0,2013
201302,노원구,45.0,0.0,2013
201302,도봉구,41.0,0.0,2013
201302,도산대로,51.0,26.0,2013
201302,동대문구,46.0,0.0,2013
201302,동작구,43.0,0.0,2013
201302,동작대로,56.0,33.0,2013
201302,마포구,47.0,0.0,2013
201302,서대문구,42.0,0.0,2013
201302,서초구,47.0,0.0,2013
201302,성동구,46.0,0.0,2013
201302,성북구,40.0,0.0,2013
201302,송파구,40.0,0.0,2013
201302,신촌로,60.0,30.0,2013
201302,양천구,50.0,0.0,2013
201302,영등포구,49.0,0.0,2013
201302,영등포로,55.0,29.0,2013
201302,용산구,43.0,0.0,2013
201302,은평구,43.0,0.0,2013
201302,정릉로,49.0,22.0,2013
201302,종로,49.0,31.0,2013
201302,종로구,44.0,24.0,2013
201302,중구,39.0,0.0,2013
201302,중랑구,47.0,0.0,2013
201302,천호대로,48.0,24.0,2013
201302,청계천로,46.0,30.0,2013
201302,한강대로,53.0,25.0,2013
201302,홍릉로,58.0,38.0,2013
201302,홍지문,51.0,35.0,2013
201302,화랑로,50.0,27.0,2013
201301,강남구,67.0,0.0,2013
201301,강남대로,78.0,0.0,2013
201301,강동구,62.0,0.0,2013
201301,강변북로,67.0,0.0,2013
201301,강북구,64.0,0.0,2013
201301,강서구,64.0,0.0,2013
201301,공항대로,76.0,0.0,2013
201301,관악구,60.0,0.0,2013
201301,광진구,65.0,0.0,2013
201301,구로구,65.0,0.0,2013
201301,금천구,66.0,0.0,2013
201301,노원구,73.0,0.0,2013
201301,도봉구,61.0,0.0,2013
201301,도산대로,69.0,40.0,2013
201301,동대문구,66.0,0.0,2013
201301,동작구,66.0,0.0,2013
201301,동작대로,75.0,0.0,2013
201301,마포구,68.0,0.0,2013
201301,서대문구,60.0,0.0,2013
201301,서초구,65.0,0.0,2013
201301,성동구,66.0,0.0,2013
201301,성북구,59.0,0.0,2013
201301,송파구,58.0,0.0,2013
201301,신촌로,85.0,0.0,2013
201301,양천구,67.0,0.0,2013
201301,영등포구,68.0,0.0,2013
201301,영등포로,74.0,0.0,2013
201301,용산구,60.0,0.0,2013
201301,은평구,59.0,0.0,2013
201301,정릉로,68.0,0.0,2013
201301,종로,64.0,0.0,2013
201301,종로구,62.0,36.0,2013
201301,중구,56.0,0.0,2013
201301,중랑구,70.0,0.0,2013
201301,천호대로,65.0,0.0,2013
201301,청계천로,62.0,0.0,2013
201301,한강대로,71.0,0.0,2013
201301,홍릉로,83.0,0.0,2013
201301,홍지문,75.0,0.0,2013
201301,화랑로,83.0,0.0,2013
201212,강남구,43.0,0.0,2012
201212,강남대로,53.0,35.0,2012
201212,강동구,40.0,0.0,2012
201212,강변북로,45.0,35.0,2012
201212,강북구,33.0,0.0,2012
201212,강서구,42.0,0.0,2012
201212,공항대로,52.0,33.0,2012
201212,관악구,40.0,0.0,2012
201212,광진구,41.0,29.0,2012
201212,구로구,43.0,0.0,2012
201212,금천구,42.0,0.0,2012
201212,노원구,43.0,0.0,2012
201212,도봉구,41.0,0.0,2012
201212,도산대로,45.0,26.0,2012
201212,동대문구,43.0,0.0,2012
201212,동작구,48.0,0.0,2012
201212,동작대로,50.0,33.0,2012
201212,마포구,43.0,0.0,2012
201212,서대문구,39.0,0.0,2012
201212,서초구,41.0,0.0,2012
201212,성동구,44.0,0.0,2012
201212,성북구,38.0,0.0,2012
201212,송파구,38.0,0.0,2012
201212,신촌로,59.0,32.0,2012
201212,양천구,42.0,0.0,2012
201212,영등포구,46.0,0.0,2012
201212,영등포로,49.0,31.0,2012
201212,용산구,39.0,0.0,2012
201212,은평구,40.0,0.0,2012
201212,정릉로,45.0,24.0,2012
201212,종로,41.0,31.0,2012
201212,종로구,39.0,24.0,2012
201212,중구,37.0,0.0,2012
201212,중랑구,47.0,0.0,2012
201212,천호대로,44.0,27.0,2012
201212,청계천로,42.0,28.0,2012
201212,한강대로,46.0,25.0,2012
201212,홍릉로,56.0,30.0,2012
201212,홍지문,35.0,30.0,2012
201212,화랑로,45.0,29.0,2012
201211,강남구,44.0,0.0,2012
201211,강남대로,56.0,34.0,2012
201211,강동구,41.0,0.0,2012
201211,강변북로,48.0,34.0,2012
201211,강북구,38.0,0.0,2012
201211,강서구,44.0,28.0,2012
201211,공항대로,57.0,28.0,2012
201211,관악구,40.0,0.0,2012
201211,광진구,42.0,22.0,2012
201211,구로구,43.0,0.0,2012
